,ID,creator,current_location,description,object_category,object_name,production_date_end,production_date_start,production_place
422,2.255.6,Grimwade,Hill House / Kitchen,"One of a set of seven storage jars. A round porcelain storage jar with lid. The jar is cream in colour and the lid has an inverted curve with a round flat finial. On the reverse of the lid is an advert for ""The Grimwade Patent Quick Cooker Bowl"" stamped in green. The body of the jar has a ribbed effect and has the word ""Sugar"" stamped in green.","Cooking, Dining and Drinking",Storage Jar,0000,0000,Stoke-on-Trent
423,2.255.7,Grimwade,Hill House / Kitchen,"One of a set of seven storage jars. A round porcelain storage jar in cream. There is a ribbed effect on the jar and the word ""Rice"" stamped in green.","Cooking, Dining and Drinking",Storage Jar,0000,0000,Stoke-on-Trent
424,2.256,Unknown,Hill House / Kitchen / Cupboard 2017.4034,"A ceramic cylindrical butter jar with a raised lip and the word ""BUTTER"" stamped in black on the front.","Cooking, Dining and Drinking",Jar,1929,1900,Unknown
425,2.257,Hartley,Hill House / Kitchen / Cupboard 2017.4034,"A cream ceramic storage jar with a brimmed lip and scored vertical lines as decoration. On the bottom is stamped ""NOT GENUINE UNLESS BARIG WM P. HARTLEY'S LABEL.""","Cooking, Dining and Drinking",Jar,1929,1900,Unknown
426,2.258.1,Wedgwood,Hill House / Flower Pantry / Cupboard 2017.4032.2,"Cream ceramic salad plate, decorated all over in blue with two storks and butterflies with acanthus and honeysuckle foliage. On the reverse the letter ""H"" and ""Wedgwood"" is stamped.","Cooking, Dining and Drinking",Plate,1899,1870,Unknown
427,2.258.2,Wedgwood,Hill House / Flower Pantry / Cupboard 2017.4032.2,"Cream ceramic salad plate, decorated all over in blue with two storks and butterflies with acanthus and honeysuckle foliage. On the reverse the letter ""H"" and ""Wedgwood"" is stamped.","Cooking, Dining and Drinking",Plate,1899,1870,Unknown
428,2.258.3,Wedgwood,Hill House / Flower Pantry / Cupboard 2017.4032.2,"Cream ceramic salad plate, decorated all over in blue with two storks, butterflies and acanthus and honeysuckle foliage. On the reverse the letter ""H"" and ""Wedgwood"" is stamped.","Cooking, Dining and Drinking",Plate,1899,1870,Unknown
429,2.258.4,Wedgwood,Hill House / Flower Pantry / Cupboard 2017.4032.2,"Cream ceramic salad plate, decorated all over in blue with two storks, butterflies and acanthus and honeysuckle foliage. On the reverse the letter ""H"" and ""Wedgwood"" is stamped.","Cooking, Dining and Drinking",Plate,1899,1870,Unknown
430,2.258.5,Wedgwood,Hill House / Flower Pantry / Cupboard 2017.4032.2,"Cream ceramic salad plate, decorated all over in blue with two storks, butterflies and acanthus and honeysuckle foliage. On the reverse the letter ""H"" and ""Wedgwood"" is stamped.","Cooking, Dining and Drinking",Plate,1899,1870,Unknown
431,2.258.6,Wedgwood,Hill House / Flower Pantry / Cupboard 2017.4032.2,"Cream ceramic salad plate, decorated all over in blue with two storks, butterflies and acanthus and honeysuckle foliage. On the reverse the letter ""H"" and ""Wedgwood"" is stamped.","Cooking, Dining and Drinking",Plate,1899,1870,Unknown
432,2.258.7,Wedgwood,Hill House / Flower Pantry / Cupboard 2017.4032.2,"Cream ceramic salad plate, decorated all over in blue with two storks, butterflies and acanthus and honeysuckle foliage. On the reverse the letter ""H"" and ""Wedgwood"" is stamped.","Cooking, Dining and Drinking",Plate,1899,1870,Unknown
433,2.258.8,Wedgwood,Hill House / Flower Pantry / Cupboard 2017.4032.2,"Cream ceramic salad plate, decorated all over in blue with two storks, butterflies and acanthus and honeysuckle foliage. On the reverse the letter ""H"" and ""Wedgwood"" is stamped.","Cooking, Dining and Drinking",Plate,1899,1870,Unknown
434,2.258.9,Wedgwood,Hill House / Flower Pantry / Cupboard 2017.4032.2,"Cream ceramic salad plate, decorated all over in blue with two storks, butterflies and acanthus and honeysuckle foliage. On the reverse the letter ""H"" and ""Wedgwood"" is stamped.","Cooking, Dining and Drinking",Plate,1899,1870,Unknown
435,2.258.10,Wedgwood,Hill House / Flower Pantry / Cupboard 2017.4032.2,"Cream ceramic salad plate, decorated all over in blue with two storks, butterflies and acanthus and honeysuckle foliage. On the reverse the letter ""H"" and ""Wedgwood"" is stamped.","Cooking, Dining and Drinking",Plate,1899,1870,Unknown
436,2.258.11,Wedgwood,Hill House / Flower Pantry / Cupboard 2017.4032.2,"Cream ceramic salad plate, decorated all over in blue with two storks, butterflies and acanthus and honeysuckle foliage. On the reverse the letter ""H"" and ""Wedgwood"" is stamped.","Cooking, Dining and Drinking",Plate,1899,1870,Unknown
437,2.258.12,Wedgwood,Hill House / Flower Pantry / Cupboard 2017.4032.2,"Cream ceramic salad plate, decorated all over in blue with two storks, butterflies and acanthus and honeysuckle foliage. On the reverse the letter ""H"" and ""Wedgwood"" is stamped.","Cooking, Dining and Drinking",Plate,1899,1870,Unknown
438,2.258.13,Wedgwood,Hill House / Flower Pantry / Cupboard 2017.4032.2,"Cream ceramic side plate with slightly scalloped edge, decorated all over in blue with two storks and butterflies with acanthus and honeysuckle foliage. On the reverse the letter ""H"" and ""Wedgwood"" is stamped.","Cooking, Dining and Drinking",Plate,1899,1870,Unknown
439,2.258.14,Wedgwood,Hill House / Flower Pantry / Cupboard 2017.4032.2,"Cream ceramic side plate with slightly scalloped edge, decorated all over in blue with two storks and butterflies with acanthus and honeysuckle foliage. On the reverse the letter ""H"" and ""Wedgwood"" is stamped.","Cooking, Dining and Drinking",Plate,1899,1870,Unknown
440,2.258.15,Wedgwood,Hill House / Flower Pantry / Cupboard 2017.4032.2,"Cream ceramic side plate with slightly scalloped edge, decorated all over in blue with two storks and butterflies with acanthus and honeysuckle foliage. On the reverse the letter ""H"" and ""Wedgwood"" is stamped.","Cooking, Dining and Drinking",Plate,1899,1870,Unknown
441,2.258.16,Wedgwood,Hill House / Flower Pantry / Cupboard 2017.4032.2,"Cream ceramic side plate with slightly scalloped edge, decorated all over in blue with two storks and butterflies with acanthus and honeysuckle foliage. On the reverse the letter ""H"" and ""Wedgwood"" is stamped.","Cooking, Dining and Drinking",Plate,1899,1870,Unknown
442,2.258.17,Wedgwood,Hill House / Flower Pantry / Cupboard 2017.4032.2,"Cream ceramic side plate with slightly scalloped edge, decorated all over in blue with two storks and butterflies with acanthus and honeysuckle foliage. On the reverse the letter ""H"" and ""Wedgwood"" is stamped.","Cooking, Dining and Drinking",Plate,1899,1870,Unknown
443,2.258.18,Wedgwood,Hill House / Flower Pantry / Cupboard 2017.4032.2,"Cream ceramic side plate with slightly scalloped edge, decorated all over in blue with two storks and butterflies with acanthus and honeysuckle foliage. On the reverse the letter ""H"" and ""Wedgwood"" is stamped.","Cooking, Dining and Drinking",Plate,1899,1870,Unknown
444,2.258.19,Wedgwood,Hill House / Flower Pantry / Cupboard 2017.4032.2,"Cream ceramic side plate with slightly scalloped edge, decorated all over in blue with two storks and butterflies with acanthus and honeysuckle foliage. On the reverse the letter ""H"" and ""Wedgwood"" is stamped.","Cooking, Dining and Drinking",Plate,1899,1870,Unknown
445,2.258.20,Wedgwood,Hill House / Flower Pantry / Cupboard 2017.4032.2,"Cream ceramic side plate with slightly scalloped edge, decorated all over in blue with two storks and butterflies with acanthus and honeysuckle foliage. On the reverse the letter ""H"" and ""Wedgwood"" is stamped.","Cooking, Dining and Drinking",Plate,1899,1870,Unknown
446,2.258.21,Wedgwood,Hill House / Flower Pantry / Cupboard 2017.4032.2,"Cream ceramic side plate with slightly scalloped edge, decorated all over in blue with two storks and butterflies with acanthus and honeysuckle foliage. On the reverse the letter ""H"" and ""Wedgwood"" is stamped.","Cooking, Dining and Drinking",Plate,1899,1870,Unknown
447,2.258.22,Wedgwood,Hill House / Flower Pantry / Cupboard 2017.4032.2,"Cream ceramic side plate with slightly scalloped edge, decorated all over in blue with two storks and butterflies with acanthus and honeysuckle foliage. On the reverse the letter ""H"" and ""Wedgwood"" is stamped.","Cooking, Dining and Drinking",Plate,1899,1870,Unknown
448,2.258.23,Wedgwood,Hill House / Flower Pantry / Cupboard 2017.4032.2,"Cream ceramic side plate with slightly scalloped edge, decorated all over in blue with two storks and butterflies with acanthus and honeysuckle foliage. On the reverse the letter ""H"" and ""Wedgwood"" is stamped.","Cooking, Dining and Drinking",Plate,1899,1870,Unknown
449,2.258.24,Wedgwood,Hill House / Flower Pantry / Cupboard 2017.4032.2,"Cream ceramic side plate with slightly scalloped edge, decorated all over in blue with two storks and butterflies with acanthus and honeysuckle foliage. On the reverse the letter ""H"" and ""Wedgwood"" is stamped.","Cooking, Dining and Drinking",Plate,1899,1870,Unknown
450,2.258.25,Wedgwood,Hill House / Flower Pantry / Cupboard 2017.4032.2,"Cream ceramic salad plate, decorated all over in blue with two storks and butterflies with acanthus and honeysuckle foliage. On the reverse the letter ""H"" and ""Wedgwood"" is stamped.","Cooking, Dining and Drinking",Plate,1899,1870,Unknown
451,2.258.26,Wedgwood,Hill House / Flower Pantry / Cupboard 2017.4032.2,"Cream ceramic salad plate, decorated all over in blue with two storks and butterflies with acanthus and honeysuckle foliage. On the reverse the letter ""H"" and ""Wedgwood"" is stamped.","Cooking, Dining and Drinking",Plate,1899,1870,Unknown
452,2.258.27,Wedgwood,Hill House / Flower Pantry / Cupboard 2017.4032.2,"Cream ceramic salad plate, decorated all over in blue with two storks and butterflies with acanthus and honeysuckle foliage. On the reverse the letter ""H"" and ""Wedgwood"" is stamped.","Cooking, Dining and Drinking",Plate,1899,1870,Unknown
453,2.260.1,Eismarck,Hill House / Butler's Pantry,"An oval ceramic ashet in a cream ground and decorated with pink, blue and green garlands. On the reverse is the maker's mark stamped ""EISMARK AND SONS, ENGLAND"" over a crest.","Cooking, Dining and Drinking",Ashet,1999,1900,England
454,2.260.2,Eismarck,Hill House / Butler's Pantry,"An oval ceramic ashet in a cream ground and decorated with pink, blue and green garlands. On the reverse is the maker's mark stamped ""EISMARK AND SONS, ENGLAND"" over a crest.","Cooking, Dining and Drinking",Ashet,1999,1900,England
455,2.261,Unknown,Hill House / Butler's Pantry,An oval ceramic ashet with a raised scalloped edge. The ashet is cream with two bands of cobalt blue decoration in an Asian inspired design and a matching circular decoration in the centre of the dish.,"Cooking, Dining and Drinking",Dish,1899,1800,Staffordshire
456,2.262,Royal Crown Derby,Hill House / Room off Tea Room,"oval, with plain bl flowerhead pattern","Cooking, Dining and Drinking",Meat Plate,0000,0000,Derby
457,2.271,Unknown,Hill House / Kitchen,"A white enameled rectangular bread bin with lid. On the lid there is one looped handle with square edges and four round holes. There are two looped handles on either side of the dish and the word ""BREAD"" painted in blue on the front.","Cooking, Dining and Drinking",Bread Bin,0000,0000,Unknown
458,2.272,Unknown,Hill House / Kitchen,A grey and white enamelled meat roaster. The meat roaster is oval in shape with a lid and drainer inside. On the lid there is a square handle on the top and on the dish there are two curved handles. The drainer inside is flat with two hooked handles.,"Cooking, Dining and Drinking",Meat Roaster,0000,0000,Unknown
459,2.273.1,Unknown,Hill House / Kitchen,"One of a set of two kettles. A cast iron kettle with rounded handle. The kettle has a lid which is round with a pointed tip. The kettle has the words ""4 PINTS"" embossed on the side and the letter ""L"" in a diamond embossed.","Cooking, Dining and Drinking",Kettle,0000,0000,Unknown
460,2.273.2,Unknown,Hill House / Kitchen,"One of a set of two kettles, cast iron kettle with a round handle. The kettle has a round lid with a pointed tip. The number ""2"" is embossed near the handle.","Cooking, Dining and Drinking",Kettle,0000,0000,Unknown
461,2.275,Unknown,Hill House / Kitchen / Cupboard 2017.4034,"A tin tea cannister with lid decorated in green with yellow/gold detail with Greek figures. The body is green with yellow/gold Greek figures. The word ""TEA"" is punched in gold with a garland underneath.","Cooking, Dining and Drinking",Cannister,1929,1900,Unknown
462,2.348,Unknown,Hill House / Upper Hall / Linen Cupboard A / Shelf 1,"A pair of scissors and a letter opener within a brown leather and metal case which covers the blades. The handles of both items, as well as the metal parts of the case, have differing ornate patterns, suggesting that all three items may have come from different sets. Handles of the scissors have a shield like design.",Miscellaneous,Letter-opener,1929,1900,Unknown
463,2.349.1,"Pringle, John Quinton",Hill House / Upper Hall / Linen Cupboard A / Shelf 1,"A watercolour of a sunset at Largo, Fife, mounted in a wooden frame. Painted by J. Q. Pringle and entitled: 'Sunset, Largo'.","Paintings, Drawings and Prints",Painting,1999,1900,Unknown
464,2.349.2,"Pringle, John Quinton",Hill House / Upper Hall / Linen Cupboard A / Shelf 1,"A watercolour by John Q. Pringle entitled: 'The Cumbrae from Portencross'. The later inscription on the board on the reverse reads:  ""John Q Pringle, The Cumbrae fro Portencross, 1905 (Holiday was July 1905). K. Meldrum."" Mounted and framed in wooden frame.","Paintings, Drawings and Prints",Painting,1905,1905,Unknown
465,2.35,"Mackintosh, Charles Rennie",Hill House / See Separate Records for Locations of Parts,"A set of three pencil drawings, two of the Manor House in Abbotsbury in Dorsetshire and one of a cottage in Dorset.","Paintings, Drawings and Prints",Drawings,0000,0000,Unknown
466,2.350.1,"Mackintosh, Charles Rennie",Hill House / Upper Hall / Linen Cupboard A / Shelf 1,"One of a set of three. A pencil drawing entitled: 'The Manor House Abbotsbury Dorsetshire', and numbered '10'. The drawing is mounted and framed in a wooden frame.","Paintings, Drawings and Prints",Drawing,1999,1900,Unknown
467,2.350.2,"Mackintosh, Charles Rennie",Hill House / Upper Hall / Linen Cupboard A / Shelf 1,"One of a set of three. A pencil drawing of the front of The Manor House, Abbotsby, Dorsetshire by Charles Rennie Mackintosh. Inscribed on the front is: 'The manorhouse, Abbotsbury'. Mounted and framed in wooden frame.","Paintings, Drawings and Prints",Pencil Drawing,1999,1900,Unknown
468,2.351 clash,"Mackintosh, Charles Rennie",Hill House / Staircase / Upper Hall,"Design for House at Helensburgh for W.W. Blackie Esq., the North elevation & the South elevation both inscribed ""North elevation and South elevation"", pencil, grey & blue wash, inscribed & dated ""Glasgow, July 1902"" House at Helensburgh for W.W. Blackie Esq.","Paintings, Drawings and Prints",Drawings,1907,1902,Unknown
469,2.452.3,Unknown,Hill House / Attic,A wooden dining chair with a square seat and two slats in the back support. The top slat has two turned lines at the top and bottom edge.,Furniture and Furnishings,Dining Chair,0000,0000,Unknown
470,2.454.1,Unknown,Hill House / Kitchen,One of a set of five preserving pans. A brass preserving pan with a large round metal handle which is attached to the body with brass rivets. The body of the pan is circular with a lipped rim.,"Cooking, Dining and Drinking",Preserving Pan,0000,0000,Unknown
471,2.454.2,Unknown,Hill House / Kitchen,One of a set of five preserving pans. A brass preserving pan with a large round metal handle which is attached to the body with brass rivets. The body of the pan is circular with a lipped rim.,"Cooking, Dining and Drinking",Preserving Pan,0000,0000,Unknown
472,2.454.3,Unknown,Hill House / Kitchen,One of a set of five preserving pans. A brass preserving pan with a large round metal handle which is attached to the body with brass rivets. The body of the pan is circular with a lipped rim.,"Cooking, Dining and Drinking",Preserving Pan,0000,0000,Unknown
473,2.454.4,Unknown,Hill House / Kitchen,One of a set of five preserving pans. A brass preserving pan with a large round metal handle which is attached to the body with brass rivets. The body of the pan is circular with a lipped rim. There is an engraved line decoration around the body.,"Cooking, Dining and Drinking",Preserving Pan,0000,0000,Unknown
474,2.454.5,Unknown,Hill House / Kitchen,One of a set of five preserving pans. A brass preserving pan with a large round metal handle which is attached to the body with two screws. The body of the pan is circular with brimmed lip which widens at the top. There is an engraved line decoration around the body.,"Cooking, Dining and Drinking",Preserving Pan,0000,0000,Unknown
475,2.1510.1,Judge Ware,Hill House / Kitchen,"Black enamelled metal cooking pot with lid. The lid is metal with a square handle. The pot has a handle which sits at a 45 degree angle and widens towards the end and has a circular cover on the end. There is a makers mark on the body of the pot, an oval with the words ""No 3 FALKIRK 4 PNTS"" embossed.","Cooking, Dining and Drinking",Cooking Pot,0000,0000,Bristol
476,2.1510.2,Judge Ware,Hill House / Kitchen,"Black enamelled metal cooking pot with lid. The lid is metal with a square handle. The pot has a handle which sits at a 45 degree angle and widens towards the end, there is no cover at the end of the handle. There is a makers mark on the body of the pot, an oval with the words ""No 3 FALKIRK 4 PNTS"" embossed. The pot is embossed with the letter ""F"" and number ""4"" on either side of the handle.","Cooking, Dining and Drinking",Cooking Pot,0000,0000,Unknown
477,2.1510.5.1,Judge Ware,Hill House / Kitchen,"Round metal cooking pot with black enamel. The pot has a lid with square handle and a brass seal attached with the words ""Judge Ware"" embossed. On either side of the pot there are two looped metal handles.","Cooking, Dining and Drinking",Cooking Pot,0000,0000,Unknown
478,2.1510.5.2,Judge Ware,Hill House / Kitchen,"Cooking pot made of black enamel metal. The pot has a round lid wtih square handle. On the handle of the lid there is a metal seal with the words ""Judge Ware"" embossed. The pot has a circular raised rim and a 45 degree angle handle which widens towards the end.","Cooking, Dining and Drinking",Cooking Pot,0000,0000,Unknown
479,2.1510.5.3,Judge Ware,Hill House / Kitchen,Cooking pot made of black enamel metal. The pot has a round lid wtih square handle. The pot has a circular raised rim and a 45 degree angle handle which widens towards the end.,"Cooking, Dining and Drinking",Cooking Pot,0000,0000,Unknown
480,2.1516,Unknown,Hill House / Kitchen,Circular jelly mould in a raised dome shape with a long vertical hole in the centre.,"Cooking, Dining and Drinking",Jelly Mould,0000,0000,Unknown
481,2.1517,Unknown,Hill House / Kitchen,A copper jelly mould with circular segmented decoration. There is a large central hole in the middle of the mould. A wire hanging hook is attached to one side.,"Cooking, Dining and Drinking",Jelly Mould,0000,0000,Unknown
482,2.1518,Grosvenor Eagle Pottery Glasgow,Hill House / Kitchen,"An oval orange glazed stoneware bread crock with a dome shaped lid shaped with tiered rimmed edges and large loop handle. The number ""3"" is engraved on the lid and there is a hole drilled under the handle. The body of the crock has curved edges and two flat handles on either side with leaf mouldings. Under one of the flat handles the number ""3"" is engraved. On the body the words ""Grosvenor Eagle Pottery Glasgow"" are engraved.","Cooking, Dining and Drinking",Bread Bin,1929,1900,Unknown
483,2.1519.1,"Hilliard, Terence",Hill House / Dining Room,"One of a set of eight reproduction side chairs. Ebony stained oak with serpentine back, vase shaped splat and two front cabriole legs. Square upholstered seat in green velvet with a diamond shaped pattern.",Furniture and Furnishings,Chair,1992,1992,Unknown
484,2.1519.2,"Hilliard, Terence",Hill House / Dining Room,"One of a set of eight reproduction side chairs. Ebony stained oak with serpentine back, vase shaped splat and two front cabriole legs. Square upholstered seat in green velvet with a diamond shaped pattern.",Furniture and Furnishings,Chair,1992,1992,Unknown
485,2.1519.3,"Hilliard, Terence",Hill House / Dining Room,"One of a set of eight reproduction side chairs. Ebony stained oak with serpentine back, vase shaped splat and two front cabriole legs. Square upholstered seat in green velvet with a diamond shaped pattern.",Furniture and Furnishings,Chair,1992,1992,Unknown
486,2.1519.4,"Hilliard, Terence",Hill House / Dining Room,"One of a set of eight reproduction side chairs. Ebony stained oak with serpentine back, vase shaped splat and two front cabriole legs. Square upholstered seat in green velvet with a diamond shaped pattern.",Furniture and Furnishings,Chair,1992,1992,Unknown
487,2.1519.5,"Hilliard, Terence",Hill House / Dining Room,"One of a set of eight reproduction side chairs. Ebony stained oak with serpentine back, vase shaped splat and two front cabriole legs. Square upholstered seat in green velvet with a diamond shaped pattern.",Furniture and Furnishings,Chair,1992,1992,Unknown
488,2.1519.6,"Hilliard, Terence",Hill House / Dining Room,"One of a set of eight reproduction side chairs. Ebony stained oak with serpentine back, vase shaped splat and two front cabriole legs. Square upholstered seat in green velvet with a diamond shaped pattern.",Furniture and Furnishings,Chair,1992,1992,Unknown
489,2.1519.7,"Hilliard, Terence",Hill House / Dining Room,"One of a set of eight reproduction side chairs. Ebony stained oak with serpentine back, vase shaped splat and two front cabriole legs. Square upholstered seat in green velvet with a diamond shaped pattern.",Furniture and Furnishings,Chair,1992,1992,Unknown
490,2.1519.8,"Hilliard, Terence",Hill House / Dining Room,"One of a set of eight reproduction side chairs. Ebony stained oak with serpentine back, vase shaped splat and two front cabriole legs. Square upholstered seat in green velvet with a diamond shaped pattern.",Furniture and Furnishings,Chair,1992,1992,Unknown
491,2.152,Unknown,Hill House / Kitchen,"A cast iron shovel, with a square blade with pinched edges. The long flat handle widens in the middle and has circle detail on the end.",Fire and Fireplace,Shovel,1929,1900,Unknown
492,2.1523,"Mackintosh, Charles Rennie",Hill House / Drawing Room,A square ebonised wood table with a frieze drawer on each side and four rectangular legs with indented corners and carves with scales. The legs have two stretchers which form a cross and have pierced holes.,Furniture and Furnishings,Table,1900,1900,Unknown
493,2.1524,"Mackintosh, Charles Rennie",Hill House / Drawing Room,"An ebonised desk with a rectangular top and a pair of cupboard doors inlaid with mother-or-pearl lockplates. It opens to reveal an interior fitted with pigeon holes and a sliding writing slope above an open shelf on pedestal base with shaped frieze and fitted for folio size with a pair of slots to each side of a central hole on bowed platform base. The interior of the desk also inlaid with a central cloisonne enamelled and polished steel central plaque depicting a lady, inset with pink enamel in a blue enamel surround, the frieze above the pigeon holes inlaid with bone and the reverse of the doors inlaid with mother-of-pearl, the pedestal base inlaid with a pair of pink enamelled ovals to each side.",Furniture and Furnishings,Desk,1900,1900,Unknown
494,2.1525,Unknown,Hill House / Attic,"A tall armchair with rectangular back spreading to a 'U-shaped' tub-armchair back & arms, with sprung seat, on square tapering mahogany stained legs. It has been upholstered in fawn-coloured plush.",Furniture and Furnishings,Armchair,1920,1920,Unknown
495,2.34882,Unknown,Hill House / Attic,Black painted copper fender with wood underneath. It is frieze pierced with panels of waved horizontal splats.,Fire and Fireplace,Fender,1999,1900,Unknown
496,2.34902.3,Unknown,Hill House / Upper Hall / Linen Cupboard A / Silver Strong Room / Shelf 3,One of a group of thirteen curtains. This is the original curtain from the Drawing Room. Cream cotton ground and edged at the top and bottom with black satinised silk. The curtain has three elipses in a plum and white polka dot cotton and four stylised machine embroidered lines in brown silk thread ending in four pink silk squares. The curtain has brass hooks along the top edges which are stitched into the black edge.,Household Textiles,Curtain,1929,1900,Unknown
497,2.34902.5,Unknown,Hill House / Upper Hall / Linen Cupboard A / Silver Strong Room / Shelf 5,"One of a group of thirteen curtains. This is an original curtain from the Drawing Room. Cream cotton ground and edged at the top and bottom with black satinised silk. The curtain has three elipses in grey and white polka dot cotton and three stylised machine embroidered lines in brown silk thread (should be four as one has been removed) ending in three pink silk squares (should be four as one has been removed). The curtain has brass hooks along the top edges which are stitched into the black edge, a new band has been attached at the loops.",Household Textiles,Curtain,1999,1900,Unknown
498,2.34902.6,Unknown,Hill House / Upper Hall / Linen Cupboard A / Silver Strong Room / Shelf 2,One of a group of thirteen curtains. This is an original curtain from the Drawing Room. Cream cotton ground and edged at the top and bottom with black satinised silk. The curtain has three elipses in grey and white polka dot cotton and four stylised machine embroidered lines in brown silk thread ending in four pink silk squares. The brass hooks along the top edge have been removed except for one. Extra band added to the top of the curtain.,Household Textiles,Curtain,1999,1900,Unknown
499,2.34902.7,Unknown,Hill House / Upper Hall / Linen Cupboard A / Silver Strong Room / Shelf 4,One of a group of thirteen curtains. This is an original curtain from the Drawing Room.Cream cotton ground and edged at the top and bottom with black satinised silk. The curtain has three elipses in black and white polka dot cotton and four stylised machine embroidered lines in brown silk thread ending in four pink silk squares. The curtain has brass hooks along the top edges which are stitched into the black edge.,Household Textiles,Curtain,1999,1900,Unknown
500,2.34902.8,Unknown,Hill House / Upper Hall / Linen Cupboard A / Silver Strong Room / Shelf 2,"One of a group of thirteen curtains. This is an original curtain from the Drawing Room. Cream cotton ground and edged at the top and bottom with black satinised silk. The curtain has three elipses in grey and white polka dot cotton and four stylised machine embroidered lines in brown silk thread ending in three pink silk squares (one is missing, should be four). The curtain has brass hooks along the top edges which are stitched into the black edge.",Household Textiles,Curtain,1999,1900,Unknown
501,2.34902.9,Unknown,Hill House / Upper Hall / Linen Cupboard A / Silver Strong Room / Shelf 5,One of a group of thirteen curtains. This is the original curtain from the Drawing Room. The curtain has a cream cotton ground and edged at the top and bottom with black satinised silk. The curtain has three elipses in black and white polka dot cotton and four stylised machine embroidered lines in brown silk thread ending in four pink silk squares. The curtain has brass hooks along the top edges which are stitched into the black edge.,Household Textiles,Curtain,1999,1900,Unknown
502,2.34902.10,Unknown,Hill House / Upper Hall / Linen Cupboard A / Silver Strong Room / Shelf 4,One of a group of thirteen curtains. This is an original curtain from the Drawing Room. The curtain has a cream cotton ground and edged at the top and bottom with black satinised silk. The curtain has three elipses in black and white polka dot cotton and four stylised machine embroidered lines in brown silk thread ending in four pink silk squares. The curtain has brass hooks along the top edges which are stitched into the black edge.,Household Textiles,Curtain,1999,1900,Unknown
503,2.34902.11,Unknown,Hill House / Upper Hall / Linen Cupboard A / Silver Strong Room / Shelf 3,One of a group of thirteen curtains. This is an original curtain from the Drawing Room. The curtain has a cream cotton ground and edged at the top and bottom with black satinised silk. The curtain has three elipses in plum and white polka dot cotton and four stylised machine embroidered lines in brown silk thread ending in four pink silk squares. The curtain has brass hooks along the top edges which are stitched into the black edge.,Household Textiles,Curtain,1999,1900,Unknown
504,2.35973,Unknown,Hill House / Library,"A walnut easy armchair with rectangular padded back, scrolled armrests and a bowed seat on turned baluster supports with brass caps and ceramic castors.",Furniture and Furnishings,Armchair,1899,1870,Unknown
505,2.3598,Unknown,Hill House / Library,An Afshar cushion woven in dark blue field with rows of stylised pine cones on the front and a plain brown velvet back. The cushion was originally a bag (perhaps a saddle bag) and came from South/Central Persia of Afghanistan. The bag would have been expensive and was made with plant dyes.,Household Textiles,Cushion,1899,1800,Unknown
506,2.35983.1,Unknown,Hill House / Library,"One of a set of two kelim covered cushions. Brown ground with a floral pattern, and a cream trim and back. The face of the cushion is made from a woven wool kelim rug and the back is made from cotton.",Household Textiles,Cushion,1999,1900,Unknown
507,2.35983.2,Unknown,Hill House / Library,"One of a set of two kelim covered cushions. Brown ground with a floral pattern, and a cream trim and back. The face of the cushion is made from a woven wool kelim rug and the back is made from cotton.",Household Textiles,Cushion,1999,1900,Unknown
508,2.36038.1,Unknown,Hill House / Upper Hall / Linen Cupboard A / Silver Strong Room / Shelf 3,"One of a set of two panels, thought to be from the Drawing Room curtains. The panel is rectangular and linen backed. The front is cream silk finished with hand stitching in silk thread. The panel is decorated with a pink and purple cotton embroidered rose in each corner and green cotton tear shaped petals above each rose.",Household Textiles,Panel,1999,1900,Unknown
509,2.36038.2,Unknown,Hill House / Upper Hall / Linen Cupboard A / Silver Strong Room / Shelf 3,"One of a set of two panels, thought to be from the Drawing Room curtains. The panel is rectangular and linen backed. The front is cream silk finished with hand stitching in silk thread. The panel is decorated with a pink and purple cotton embroidered rose in each corner and green cotton tear shaped petals above each rose. There are holes punched along one edge and a piece of cream cotton embroidered with wheat stitched to the back.",Household Textiles,Panel,1999,1900,Unknown
510,2.36104.2,"Mackintosh, Charles Rennie",Hill House / White Bedroom,A white painted footboard attached to the bed frame. There are two small white squares on other side and a stylised design in the middle with three small pink painted squares.,Furniture and Furnishings,Footboard,1929,1900,Unknown
511,2.36108.1,Unknown,Hill House / Upper Hall / Linen Cupboard A / Silver Strong Room / Shelf 1,"One of two panels of fabric taken from the original window seat in the Drawing Room. Cotton beige ground with possible silk embroidered diamond pattern, possible silk embroidered flowers in cream and possible taupe between the diamonds.",Household Textiles,Panel,1999,1900,Unknown
512,2.36108.2,Unknown,Hill House / Upper Hall / Linen Cupboard A / Silver Strong Room / Shelf 1,One of two panels of fabric taken from the original window seat in the Drawing Room. Cotton beige ground with possible cotton embroidered branch or wheat like pattern.,Household Textiles,Panel,1999,1900,Unknown
513,2.36127,"Mackintosh, Charles Rennie",Hill House / Drawing Room,"A set of built in wooden shelves, part of the fireplace furniture in the drawing room. Painted white with the top shelf decorated with lilac glass panels with mother-of-pearl and black glass trim. Of the remaining six shelves, the top three have curved edges and petal shaped lilac glass on the corners and the bottom three are plain with curved edges.",Fire and Fireplace,Fireplace Furniture,1904,1904,Unknown
514,2.36512,"Henry, George",Hill House / Upper Hall,"A portrait of Mrs Younger, half length, seated in a chair in a black dress and grey shawl. The portrait is oil on canvas and signed and dated. The portrait is mounted in a wooden frame.","Paintings, Drawings and Prints",Painting,1903,1903,Unknown
